C1,C2
3097,2
3098,1
3099,1
3100,1
3101,1
3102,1
3104,3
3105,1
3106,2
3108,1
3110,1
3111,1
3112,1
3113,2
3114,2
3116,5
3117,4
3118,1
3123,1
3124,2
3125,1
3126,3
3127,2
3128,2
3130,1
3132,1
3133,2
3136,1
3140,1
3141,1
3142,2
3143,3
3144,1
3145,4
3146,1
3147,2
3149,2
3150,2
3151,1
3152,1
3155,1
3156,3
3158,2
3161,2
3163,1
3165,4
3166,1
3170,1
3171,1
3172,3
3173,3
3174,2
3176,3
3177,2
3180,1
3181,2
3182,2
3183,1
3184,2
3187,2
3189,2
3190,2
3191,1
3192,3
3193,1
3194,1
3196,1
3198,1
3201,3
3203,2
3204,1
3205,1
3207,1
3208,2
3209,2
3210,1
3212,1
3213,2
3214,1
3215,1
3216,1
3217,2
3218,2
3219,1
3220,1
3221,2
3222,2
3223,1
3224,1
3225,1
3226,2
3232,1
3234,2
3235,3
3236,2
3237,2
3242,2
3246,1
3247,2
3248,1
3253,1
3254,1
3256,1
3257,1
3258,1
3259,1
3260,1
3261,1
3263,1
3264,1
3265,3
3270,1
3273,1
3276,3
3278,1
3279,1
3280,1
3282,1
3283,1
3284,2
3285,2
3289,1
3290,1
3292,1
3295,1
3296,1
3297,1
3300,1
3301,1
3307,1
3308,1
3309,1
3311,1
3312,2
3313,2
3316,1
3319,1
3320,2
3322,2
3327,2
3329,2
3331,1
3333,1
3334,3
3336,3
3339,1
3340,1
3341,1
3344,1
3345,1
3346,1
3349,1
3350,3
3351,1
3353,1
3354,1
3357,1
3360,3
3362,2
3364,1
3365,1
3367,1
3368,1
3370,1
3371,2
3375,1
3376,2
3377,1
3383,1
3385,1
3386,1
3392,1
3394,1
3395,2
3396,1
3397,1
3398,1
3400,1
3402,2
3404,1
3408,1
3409,1
3411,5
3413,1
3415,1
3416,1
3417,1
3418,1
3419,1
3421,1
3425,1
3426,1
3427,1
3428,1
3429,1
3431,1
3432,1
3433,1
3436,3
3438,1
3439,1
3440,1
3441,3
3442,1
3444,2
3445,1
3449,1
3454,1
3455,1
3457,1
3459,1
3460,1
3461,1
3463,1
3465,2
3466,1
3468,1
3469,2
3470,1
3471,2
3476,1
3489,1
3492,1
3496,1
3497,1
3498,2
3501,1
3503,1
3515,1
3517,1
3521,1
3523,1
3525,3
3527,2
3528,3
3531,1
3533,1
3538,1
3545,1
3554,1
3557,1
3560,1
3561,1
3562,1
3563,1
3566,1
3567,1
3571,1
3572,1
3575,1
3576,1
3577,2
3579,1
3581,1
3583,1
3586,2
3587,1
3588,1
3589,1
3591,1
3592,2
3594,2
3596,1
3597,2
3600,1
3601,1
3602,1
3603,1
3604,1
3607,1
3608,1
3610,1
3617,3
3618,1
3619,1
3629,1
3631,1
3633,1
3634,1
3635,1
3641,1
3649,2
3652,1
3653,2
3659,1
3660,1
3661,2
3664,1
3665,1
3673,1
3677,2
3679,2
3681,2
3682,1
3685,1
3693,2
3696,1
3700,1
3701,1
3703,1
3709,1
3710,1
3714,1
3720,1
3726,2
3728,1
3729,1
3730,2
3734,1
3737,1
3742,1
3752,1
3759,1
3766,2
3774,1
3776,1
3778,1
3785,1
3788,1
3792,1
3793,2
3794,1
3795,1
3804,1
3810,1
3817,1
3825,1
3827,1
3828,1
3835,2
3836,1
3839,1
3840,1
3841,2
3844,1
3846,1
3850,2
3852,1
3853,1
3855,1
3856,1
3857,1
3860,1
3864,1
3872,1
3873,2
3878,1
3882,1
3889,1
3892,2
3897,1
3904,1
3907,1
3910,2
3914,2
3917,1
3919,1
3929,1
3933,1
3934,2
3937,1
3942,1
3946,1
3954,1
3955,1
3958,1
3963,1
3965,1
3966,1
3968,1
3969,1
3970,1
3972,1
3981,1
3988,1
3997,3
4001,1
4002,1
4006,1
4009,1
4013,1
4021,1
4023,1
4026,2
4030,2
4031,2
4035,2
4043,1
4045,1
4046,2
4048,1
4056,1
4058,1
4059,1
4062,1
4072,1
4074,1
4075,1
4080,1
4088,1
4090,1
4092,1
4095,1
4098,1
4099,1
4103,1
4105,1
4110,1
4113,1
4116,1
4126,1
4139,1
4147,1
4154,1
4158,1
4160,1
4166,1
4167,1
4171,1
4176,1
4184,1
4187,1
4188,1
4189,1
4198,1
4199,1
4201,1
4203,2
4219,1
4225,1
4226,1
4229,1
4230,1
4236,1
4255,1
4258,1
4262,1
4264,1
4265,1
4267,1
4268,1
4270,2
4273,1
4276,2
4280,1
4281,1
4284,1
4285,1
4289,1
4296,2
4297,2
4312,1
4317,1
4320,1
4325,1
4330,1
4331,1
4333,2
4340,1
4346,1
4355,1
4356,2
4365,1
4368,1
4373,1
4379,1
4390,1
4392,1
4396,1
4399,1
4403,1
4404,2
4410,2
4439,1
4445,2
4451,1
4452,1
4454,1
4455,1
4456,1
4464,1
4471,1
4494,2
4506,1
4515,1
4519,1
4521,1
4530,1
4547,1
4550,1
4551,1
4564,1
4565,2
4579,2
4584,1
4590,1
4591,2
4593,1
4595,1
4608,1
4623,1
4632,2
4633,1
4636,1
4653,1
4659,1
4677,1
4684,1
4685,1
4687,1
4692,1
4696,1
4710,1
4719,1
4721,1
4731,1
4740,1
4751,1
4762,1
4772,1
4777,2
4778,2
4792,1
4795,1
4798,1
4801,1
4806,1
4817,1
4820,1
4828,1
4831,1
4837,1
4843,1
4846,1
4855,1
4868,1
4870,1
4880,1
4883,1
4890,1
4891,1
4893,1
4895,1
4899,1
4905,1
4907,1
4909,1
4918,1
4933,1
4935,1
4936,1
4946,1
4951,1
4953,1
4959,1
4962,1
4990,1
5001,1
5003,1
5004,2
5011,1
5022,1
5028,1
5033,1
5059,1
5088,1
5100,1
5125,1
5126,1
5143,2
5159,1
5166,1
5227,1
5228,1
5231,1
5276,1
5294,1
5311,1
5347,1
5367,1
5390,2
5391,1
5415,1
5424,1
5432,1
5448,1
5486,1
5549,1
5566,1
5577,1
5593,1
5595,1
5625,1
5636,1
5681,1
5697,1
5703,1
5713,1
5731,1
5773,1
5814,1
5832,1
5833,1
5856,1
5857,1
5877,1
5914,1
5919,1
5926,1
5931,1
5944,1
5954,1
5961,1
5975,1
6067,1
6170,1
6254,1
6277,1
6330,1
6358,1
6389,1
6452,1
6583,1
6654,1
6722,1
6751,1
6790,1
6823,1
7131,1
8032,1
